name,overallRank,genderRank,count,gender
Michael,1,1,85291,M
David,2,2,83967,M
James,3,3,78644,M
John,4,4,76445,M
Robert,5,5,74542,M
Mark,6,6,56946,M
Mary,7,1,54504,F
William,8,7,51385,M
Richard,9,8,47204,M
Susan,10,2,41616,F
Linda,11,3,40412,F
Thomas,12,9,40291,M
Karen,13,4,36783,F
Donna,14,5,36469,F
Patricia,15,6,35224,F
Steven,16,10,33595,M
Debra,17,7,31387,F
Charles,18,11,30796,M
Timothy,19,12,30784,M
Cynthia,20,8,30185,F
Deborah,21,9,29549,F
Joseph,22,13,29537,M
Kevin,23,14,26794,M
Kenneth,24,15,26641,M
Jeffrey,25,16,26280,M
Paul,26,17,25709,M
Lisa,27,10,25702,F
Barbara,28,11,25357,F
Daniel,29,18,25156,M
Pamela,30,12,24712,F
Donald,31,19,23877,M
Sandra,32,13,23361,F
Gary,33,20,23301,M
Ronald,34,21,23122,M
Nancy,35,14,23078,F
Kathy,36,15,21814,F
Brenda,37,16,21423,F
Sharon,38,17,21291,F
Cheryl,39,18,20949,F
Brian,40,22,20735,M
Diane,41,19,19972,F
Gregory,42,23,19885,M
Scott,43,24,19765,M
Debbie,44,20,19542,F
Larry,45,25,18432,M
Elizabeth,46,21,18422,F
Carol,47,22,18137,F
Anthony,48,26,17975,M
Kathleen,49,23,17629,F
Teresa,50,24,17401,F
Cindy,51,25,16972,F
Edward,52,27,16916,M
Stephen,53,28,16505,M
Julie,54,26,16211,F
Dennis,55,29,16042,M
Douglas,56,30,15287,M
Randy,57,31,15041,M
Lori,58,27,15031,F
George,59,32,15010,M
Janet,60,28,14962,F
Denise,61,29,14663,F
Terry,62,33,14546,M
Laura,63,30,14529,F
Tammy,64,31,13707,F
Ricky,65,34,13227,M
Christopher,66,35,12916,M
Robin,67,32,12854,F
Kimberly,68,33,12791,F
Jerry,69,36,12326,M
Mike,70,37,11997,M
Bruce,71,38,11912,M
Keith,72,39,11759,M
Theresa,73,34,11655,F
Kim,74,35,11596,F
Margaret,75,36,11577,F
Peter,76,40,11290,M
Steve,77,41,11067,M
Frank,78,42,10941,M
Patrick,79,43,10557,M
Janice,80,37,10489,F
Rebecca,81,38,10474,F
Cathy,82,39,10408,F
Catherine,83,40,10022,F
Craig,84,44,9932,M
Judy,85,41,9884,F
Raymond,86,45,9798,M
Eric,87,46,9729,M
Carolyn,88,42,9726,F
Christine,89,43,9470,F
Ann,90,44,8919,F
Rhonda,91,45,8862,F
Roger,92,47,8794,M
Terri,93,46,8783,F
Michelle,94,47,8777,F
Danny,95,48,8728,M
Connie,96,48,8656,F
Diana,97,49,8637,F
Joyce,98,50,8520,F
Dale,99,49,8343,M
Alan,100,50,8152,M
Paula,101,51,8059,F
Sheila,102,52,7985,F
Tina,103,53,7919,F
Dawn,104,54,7899,F
Wayne,105,51,7878,M
Beverly,106,55,7795,F
Jeff,107,52,7730,M
Tony,108,53,7565,M
Laurie,109,56,7534,F
Carl,110,54,7504,M
Jeffery,111,55,7489,M
Russell,112,56,7480,M
Peggy,113,57,7416,F
Joe,114,57,7388,M
Sherry,115,58,7341,F
Betty,116,59,7313,F
Valerie,117,60,7304,F
Shirley,118,61,7284,F
Maria,119,62,7247,F
Andrew,120,58,7089,M
Randall,121,59,7060,M
Lynn,122,63,7058,F
Annette,123,64,6919,F
Wanda,124,65,6907,F
Darlene,125,66,6875,F
Jane,126,67,6863,F
Tim,127,60,6828,M
Angela,128,68,6773,F
Kathryn,129,69,6745,F
Gerald,130,61,6635,M
Lawrence,131,62,6600,M
Judith,132,70,6566,F
Matthew,133,63,6544,M
Bonnie,134,71,6458,F
Martha,135,72,6439,F
Vicki,136,73,6430,F
Kelly,137,74,6379,F
Gail,138,75,6345,F
Joan,139,76,6337,F
Johnny,140,64,6308,M
Billy,141,65,6307,M
Jean,142,77,6234,F
Jennifer,143,78,6232,F
Katherine,144,79,6138,F
Walter,145,66,6129,M
Beth,146,80,6068,F
Gloria,147,81,5921,F
Rodney,148,67,5915,M
Philip,149,68,5862,M
Jimmy,150,69,5829,M
Anne,151,82,5745,F
Wendy,152,83,5713,F
Jim,153,70,5687,M
Chris,154,71,5678,M
Bobby,155,72,5676,M
Leslie,156,84,5651,F
Barry,157,73,5602,M
Phillip,158,74,5597,M
Amy,159,85,5580,F
Jill,160,86,5554,F
Curtis,161,75,5534,M
Anita,162,87,5475,F
Arthur,163,76,5474,M
Ronnie,164,77,5474,M
Rose,165,88,5446,F
Michele,166,89,5445,F
Vickie,167,90,5420,F
Ellen,168,91,5397,F
Willie,169,78,5375,M
Glenn,170,79,5351,M
Martin,171,80,5351,M
